Country,year,GDP_pc,product_hr,product_emp,work_hour,work_hour_sq,elderly,unemp,gap,RnD,min_wage,min_wage_sq,edu_tertiary
United States,2001,10.52136984,3.748155685,11.23860713,1811,3279721,12.384,4.750389369,23.6,2.63832,7.3,53.29,37.520222
United States,2002,10.54480466,3.79158734,11.27443795,1806,3261636,12.35,5.78171553,22.1,2.54968,7.19,51.6961,38.133007
United States,2003,10.58218299,3.840414129,11.31196368,1796,3225616,12.362,5.986539203,20.6,2.55287,7.03,49.4209,38.42197
United States,2004,10.63700488,3.892288984,11.36526993,1798,3232804,12.364,5.523039996,19.6,2.48995,6.85,46.9225,39.052998
United States,2005,10.69293838,3.943929458,11.41360673,1794,3218436,12.402,5.076780521,19,2.50599,6.62,43.8244,39.054729
United States,2006,10.74140252,3.983869024,11.4529566,1796,3225616,12.455,4.617465075,19.2,2.55002,6.41,41.0881,39.486282
United States,2007,10.7769138,4.023002093,11.4871841,1795,3222025,12.557,4.619105436,19.8,2.62692,6.61,43.6921,40.270866
United States,2008,10.78541919,4.052404843,11.50942074,1787,3193369,12.752,5.798497618,20.1,2.76683,7.18,51.5524,41.10516
United States,2009,10.75850186,4.092106894,11.52900907,1762,3104644,12.916,9.27084921,19.8,2.81859,8.03,64.4809,41.214626
United States,2010,10.78716838,4.128364596,11.57155116,1773,3143529,13.086,9.62280877,18.8,2.74046,8.35,69.7225,41.662415
United States,2011,10.81598509,4.149431779,11.60204941,1780,3168400,13.272,8.942958008,17.8,2.76965,8.09,65.4481,42.44838
United States,2012,10.85013227,4.171893131,11.62530128,1783,3179089,13.743,8.065393835,19.1,2.68859,7.93,62.8849,43.052437
United States,2013,10.87891371,4.193535098,11.65111437,1781,3171961,14.124,7.372598229,17.9,2.72486,7.81,60.9961,43.910252
United States,2014,10.91496427,4.21794849,11.67859533,1784,3182656,14.501,6.158009196,17.5,2.73389,7.69,59.1361,44.224617
United States,2015,10.94677065,4.235824,11.70101293,1785,3186225,14.862,5.27720283,18.9,2.73222,7.68,58.9824,44.629398
United States,2016,10.96620477,4.248266044,11.71057737,1781,3171961,15.236,4.870906733,18.1,2.77191,7.59,57.6081,45.666355
United States,2017,11.0018347,4.279351773,11.7403585,1780,3168400,15.622,4.351419588,18.2,2.80161,7.43,55.2049,46.3568
United States,2018,11.04854851,4.31322508,11.77759694,1786,3189796,16.026,3.890711664,17.96052937,2.81203095,7.25,52.5625,47.431145
