Date,market_sam,closing_sam,yesterday_sam,high_sam,low_sam,volume_sam,price_du,closing_sp,open_sp,high_sp,low_sp,closing_dji,open_dji,high_dji,low_dji,volume_dji,closing_cny,open_cny,high_cny,low_cny,change_cny,closing_jpy,open_jpy,high_jpy,low_jpy,change_jpy,closing_usd,open_usd,high_usd,low_usd,closing_sh,open_sh,high_sh,low_sh,volume_sh,price_kospi,yesterday_kospi,change_kospi,volume_kospi,money_kospi
2019-12-06,50100.0,50400.0,900.0,50900.0,49950.0,11414563.0,63.43,3145.91,3134.62,3150.6,3134.62,28015.06,27839.68,28035.85,27839.68,224830000.0,168.62,168.72,169.28,168.32,-0.08,10.9223,10.9293,10.9765,10.9062,-0.09,1186.21,1188.62,1192.74,1185.63,2912.01,2902.28,2912.01,2894.75,13410000000,276.56,3.26,1.19,70112000,2800000000000.0
2019-12-05,50200.0,49500.0,50.0,50400.0,49500.0,10449715.0,62.82,3117.43,3119.21,3119.45,3103.76,27677.79,27736.05,27745.2,27562.8,219990000.0,168.76,169.09,169.44,168.49,-0.14,10.9316,10.9502,10.9668,10.908,-0.11,1188.92,1192.18,1193.65,1187.95,2899.47,2886.52,2902.0,2885.08,14320000000,273.3,-0.85,-0.31,66509000,3200000000000.0
2019-12-04,49600.0,49450.0,-450.0,49850.0,49000.0,13246549.0,62.52,3112.76,3103.5,3119.38,3102.53,27649.78,27634.63,27727.45,27612.08,218200000.0,168.99,168.38,169.19,168.22,0.27,10.9431,10.9508,11.0211,10.9232,-0.11,1191.32,1188.94,1195.88,1187.8,2878.12,2876.91,2882.5,2869.42,12550000000,274.15,-2.04,-0.74,81917000,4040000000000.0
2019-12-03,49800.0,49900.0,-500.0,50300.0,49500.0,12059812.0,60.46,3093.2,3087.41,3094.97,3070.33,27502.81,27501.98,27524.74,27325.13,275350000.0,168.53,168.38,169.12,168.22,0.05,10.9547,10.8765,10.9979,10.8484,0.69,1190.06,1185.48,1193.99,1184.4,2884.7,2869.88,2884.86,2857.32,12380000000,276.19,-1.25,-0.45,67284000,3330000000000.0
2019-12-02,50900.0,50400.0,100.0,51300.0,50400.0,18877252.0,60.41,3113.87,3143.85,3144.31,3110.78,27783.04,28109.74,28109.84,27782.35,236610000.0,168.45,168.06,168.71,167.55,0.25,10.8792,10.7884,10.8932,10.7434,0.82,1185.78,1181.96,1187.61,1178.35,2875.81,2874.45,2888.89,2870.24,12880000000,277.44,0.66,0.24,66611000,3150000000000.0
2019-11-29,51200.0,50300.0,-1000.0,51400.0,50200.0,11179334.0,61.97,3140.98,3147.18,3150.3,3139.34,28051.41,28103.16,28119.51,28042.53,122620000.0,168.03,167.62,168.24,167.46,0.28,10.7903,10.7658,10.8076,10.752,0.24,1181.7,1179.13,1183.16,1177.91,2871.98,2885.97,2892.39,2858.58,12260000000,276.78,-4.45,-1.58,74603000,3370000000000.0
2019-11-27,51800.0,52200.0,400.0,52300.0,51600.0,7546261.0,61.95,3153.63,3145.49,3154.26,3143.41,28164.0,28156.47,28174.97,28075.23,198210000.0,167.44,166.81,167.82,166.71,0.38,10.7432,10.7598,10.8014,10.7323,-0.16,1176.97,1173.42,1179.19,1172.63,2903.19,2905.4,2914.49,2893.42,13390000000,282.85,1.02,0.36,60896000,2690000000000.0
2019-11-25,52200.0,51800.0,200.0,52600.0,51700.0,9050625.0,61.94,3133.64,3117.44,3133.83,3117.44,28066.47,27917.77,28068.69,27917.77,248420000.0,166.84,167.72,167.72,166.72,-0.49,10.7782,10.8699,10.8699,10.7678,-0.78,1173.9,1180.75,1180.77,1173.1,2906.17,2885.61,2906.61,2880.65,17860000000,282.19,2.76,0.99,64510000,3010000000000.0
2019-11-22,51000.0,51600.0,600.0,51600.0,50900.0,8478310.0,61.9,3110.29,3111.41,3112.87,3099.26,27875.62,27831.23,27898.46,27773.98,218580000.0,167.66,167.55,167.85,167.08,0.14,10.8631,10.8376,10.8779,10.8183,0.29,1180.33,1177.65,1181.42,1175.52,2885.29,2906.24,2925.02,2873.99,15860000000,279.43,1.15,0.41,74348000,2960000000000.0
2019-11-21,51600.0,51000.0,-1000.0,52100.0,50600.0,14298646.0,62.07,3103.54,3108.49,3110.11,3094.55,27766.29,27820.28,27828.33,27708.34,232020000.0,167.43,166.31,167.53,166.21,0.61,10.8322,10.7741,10.8698,10.7741,0.49,1176.86,1170.23,1179.31,1169.56,2903.64,2902.55,2910.36,2891.53,12350000000,278.28,-3.93,-1.39,81751000,3650000000000.0
2019-11-20,53400.0,52000.0,-1500.0,53400.0,52000.0,12560070.0,61.6,3108.46,3114.66,3118.97,3091.41,27821.09,27879.55,27897.28,27675.28,260240000.0,166.41,166.25,166.79,166.16,0.1,10.7795,10.7637,10.8179,10.7559,0.15,1170.82,1168.35,1172.71,1167.73,2911.05,2928.11,2930.49,2907.42,13740000000,282.21,-4.02,-1.4,73554000,3320000000000.0
2019-11-18,53600.0,53500.0,-200.0,53800.0,53200.0,7746554.0,61.56,3122.03,3117.91,3124.17,3112.06,28036.22,27993.22,28040.97,27969.24,252320000.0,166.13,166.1,166.54,165.82,0.05,10.7406,10.6928,10.7616,10.6801,0.38,1167.23,1163.9,1168.56,1162.93,2909.2,2889.55,2911.38,2884.09,12440000000,287.18,-0.11,-0.04,56111000,2580000000000.0
2019-11-15,52900.0,53700.0,900.0,53700.0,52600.0,9703360.0,61.94,3120.46,3107.92,3120.46,3104.6,28004.89,27843.54,28004.89,27843.54,288910000.0,166.04,166.5,166.71,165.89,-0.28,10.6997,10.7843,10.7948,10.6889,-0.77,1163.65,1169.08,1170.31,1163.41,2891.34,2911.35,2917.83,2891.2,13550000000,287.29,3.36,1.18,71653000,3090000000000.0
2019-11-14,51900.0,52800.0,300.0,52800.0,51900.0,12010018.0,61.44,3096.63,3090.75,3098.2,3083.26,27781.96,27757.2,27800.71,27676.97,303970000.0,166.51,166.94,167.1,166.44,-0.17,10.7824,10.7695,10.8342,10.7407,0.16,1169.08,1172.39,1173.17,1168.62,2909.87,2907.74,2917.37,2899.62,12910000000,283.93,2.65,0.94,79764000,3590000000000.0
